job_id,learner,task,measure,batch_nr,errors,warnings,ce,bacc,logloss,auc,mcc,alpha,lambda,x_domain_alpha,x_domain_lambda,runtime_learners,timestamp,y_trafo,acq_log_ei,.already_evaluated
1,glmnet,blood-transfusion-service-center,ce,23,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.951148601751775,8.35834308744419,0.951148601751775,4265.62114659294,265.303,2024-07-10T22:05:50.019417Z,0,,
1,glmnet,blood-transfusion-service-center,ce,24,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.0379662259295583,4.95498609142702,0.0379662259295583,141.880633002097,353.741,2024-07-10T22:06:32.567627Z,0,,
1,glmnet,blood-transfusion-service-center,ce,25,0,0,0.22990990990991,0.518894048847609,0.498064062047142,0.734995986698773,0.127844311075251,0.581239271988161,-2.89570654095851,0.581239271988161,0.0552599678678863,378.718,2024-07-10T22:07:11.624746Z,-0.917485669093539,,
1,glmnet,blood-transfusion-service-center,ce,26,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.278957327525131,5.30420523097345,0.278957327525131,201.181046393668,444.896,2024-07-10T22:07:58.047860Z,0,,
1,glmnet,blood-transfusion-service-center,ce,27,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.34407682093326,0.905664717272168,0.34407682093326,2.47357560513376,437.974,2024-07-10T22:08:47.070516Z,0,,
1,glmnet,blood-transfusion-service-center,ce,28,0,0,0.22990990990991,0.543928448572411,0.477062713485556,0.753646370829033,0.173863177680434,0.321629513055086,-5.79827314199767,0.321629513055086,0.0030327874192574,401.909999999999,2024-07-10T22:09:34.414027Z,-0.917485669093539,,
1,glmnet,blood-transfusion-service-center,ce,29,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.646964154709131,1.88288431601511,0.646964154709131,6.57243452766548,527.288999999999,2024-07-10T22:10:32.557913Z,0,,
1,glmnet,blood-transfusion-service-center,ce,30,0,0,0.227261261261261,0.535853113175095,0.478891863126012,0.757384474257539,0.184088526858015,0.189834507359192,-3.84272883644186,0.189834507359192,0.0214350287762997,364.075000000001,2024-07-10T22:11:12.094212Z,-1.60143493030255,,
1,glmnet,blood-transfusion-service-center,ce,31,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.621086073881015,6.10517057617518,0.621086073881015,448.169081903562,378.142999999999,2024-07-10T22:11:57.327475Z,0,,
1,glmnet,blood-transfusion-service-center,ce,32,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.386245956937783,6.80044039050689,0.386245956937783,898.242782153037,281.872000000001,2024-07-10T22:12:26.826176Z,0,,
1,glmnet,blood-transfusion-service-center,ce,33,0,0,0.237945945945946,0.5,0.536522826108641,0.6994868707717,0,0.974386824071407,-2.28203024007287,0.974386824071407,0.102076755879,353.958,2024-07-10T22:13:04.436140Z,0,,
1,glmnet,blood-transfusion-service-center,ce,34,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.751060634064488,4.41713778970527,0.751060634064488,82.8587863631096,326.351,2024-07-10T22:13:39.091925Z,0,,
1,glmnet,blood-transfusion-service-center,ce,35,0,0,0.228576576576577,0.546706226350189,0.477210649898755,0.753629170966632,0.183319939735615,0.368981191059575,-8.332220219663,0.368981191059575,0.000240637183936454,321.515000000001,2024-07-10T22:14:15.265292Z,-1.20433459249707,,
1,glmnet,blood-transfusion-service-center,ce,36,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.92077244006563,3.85411970910662,0.92077244006563,47.1870603135183,237.504,2024-07-10T22:14:43.851460Z,0,,
1,glmnet,blood-transfusion-service-center,ce,37,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.513599254251458,-0.692813970975847,0.513599254251458,0.500166632552289,329.607,2024-07-10T22:15:19.901772Z,0,,
1,glmnet,blood-transfusion-service-center,ce,38,0,0,0.229927927927928,0.541864465084279,0.477246691089473,0.754317165462676,0.173830105268082,0.76189300514292,-5.39783644617915,0.76189300514292,0.00452636338717495,432.458000000001,2024-07-10T22:16:05.172472Z,-0.914121403804012,,
1,glmnet,blood-transfusion-service-center,ce,39,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.550266569671221,8.96469557235017,0.550266569671221,7822.00013324548,457.837,2024-07-10T22:16:54.771679Z,0,,
1,glmnet,blood-transfusion-service-center,ce,40,0,0,0.228576576576577,0.546706226350189,0.477222956336312,0.753629170966632,0.183319939735615,0.722178602307104,-9.15156452218748,0.722178602307104,0.000106053749439225,335.443000000001,2024-07-10T22:17:36.276625Z,-1.20433459249707,,
1,glmnet,blood-transfusion-service-center,ce,41,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.152696641096845,3.20822478162437,0.152696641096845,24.7351369567062,373.874,2024-07-10T22:18:30.278077Z,0,,
